node_id	pr_value
663930	0.0001725249021725753
482708	9.510954036975949e-05
1034017	5.439823497134646e-05
663559	4.830180517272416e-05
357530	4.593390486879264e-05
1120567	4.482814363571847e-05
663605	4.426230190423403e-05
663682	3.66157400628423e-05
1108860	3.650670203353129e-05
664788	3.452499799580814e-05
